core_temp,hyd_pressure,voltage_draw,sync_rate,coolant_level,vibration,operating_hours,failure
64.93,1276.1,519.1,95.23,321.2,3.829,2627.5,0
71.03,2086.6,365.7,86.38,178.5,4.522,506.5,0
70.55,1127.4,625.7,90.48,328.5,2.492,118.4,0
,1634.1,516.0,100.0,167.6,1.505,1938.6,0
54.31,1694.2,692.8,94.45,159.5,1.075,3156.8,0
62.64,1272.0,529.2,99.29,154.5,5.656,4145.5,0
66.24,1245.8,446.0,83.71,216.7,5.038,3996.9,0
58.25,1743.1,522.1,94.01,284.5,1.425,1539.0,0
73.84,1815.1,656.9,98.01,401.6,2.677,3440.2,0
44.35,1914.3,733.5,95.35,264.2,0.037,2945.3,0
65.25,1357.1,417.3,93.25,383.8,4.37,2504.1,0
39.25,1513.1,393.3,90.22,82.2,4.728,4946.9,1
70.42,2180.1,495.4,86.81,211.4,3.169,3999.3,1
57.83,1361.0,481.3,94.93,205.8,5.859,24.5,0
48.95,2595.6,506.9,97.65,76.6,5.739,2472.0,1
40.68,1302.8,576.7,81.53,235.8,4.735,1859.0,0
58.13,1230.2,439.1,88.87,205.4,2.675,2042.9,0
67.65,1514.8,430.8,94.38,253.3,5.161,1867.7,0
69.18,1418.2,369.7,90.31,387.0,1.084,1989.4,0
21.81,1815.9,664.0,93.47,182.1,1.706,3098.8,0
42.46,1783.1,603.8,94.08,175.3,8.251,2748.0,0
48.19,1636.9,726.0,87.2,400.6,0.852,2542.1,0
,1392.2,402.0,100.0,92.4,1.785,1516.9,0
62.15,1581.4,602.0,82.6,277.3,2.399,3534.9,0
60.41,1575.6,668.6,94.74,384.1,4.4,4148.6,0
60.3,2352.7,384.3,92.18,343.1,1.546,3893.1,0
72.71,1263.0,428.8,92.66,177.7,3.321,1626.3,0
79.31,1359.6,532.8,97.12,254.0,3.567,3627.6,0
49.78,1869.2,594.4,84.58,160.5,4.142,1642.4,0
25.45,1931.2,454.2,88.18,458.6,2.42,2047.7,0
79.65,1501.5,321.1,86.62,196.2,4.787,2254.0,0
61.84,1774.3,421.6,73.98,478.6,3.14,263.6,0
68.37,1602.1,688.0,98.26,141.2,4.451,4008.7,0
55.35,1532.8,672.1,,470.0,3.501,3004.1,0
58.73,1911.3,584.3,97.67,88.4,0.665,4799.3,0
37.86,773.9,600.6,100.0,125.5,8.161,3542.8,0
67.53,1505.7,721.7,99.42,147.2,2.964,3706.6,0
85.82,1832.8,721.3,94.04,221.9,6.708,3083.7,1
61.06,1664.5,626.2,96.55,382.5,2.821,774.9,0
65.77,2165.6,494.3,84.51,271.4,0.079,4574.3,0
69.44,1198.3,590.2,91.98,363.8,1.61,1017.8,0
25.55,1033.9,382.6,95.06,448.0,4.658,2465.5,0
66.19,1509.7,591.0,86.17,244.6,1.339,111.5,0
55.96,2148.5,548.6,100.0,457.0,1.449,1774.5,0
77.87,1830.2,670.2,,381.6,,3470.7,0
59.73,1303.6,501.7,99.51,134.3,3.49,1450.9,0
78.45,1292.5,420.2,89.16,154.8,5.28,1978.4,0
49.54,1437.0,377.6,94.73,91.4,2.955,481.5,1
48.68,1003.6,585.3,76.58,370.5,8.519,957.3,0
79.56,1601.3,608.9,92.33,90.0,2.256,4436.5,1
57.32,829.3,513.6,91.58,159.0,0.084,3089.9,0
55.89,1592.9,450.5,87.53,252.3,2.995,2482.6,0
49.69,1745.2,431.3,95.14,243.2,,2950.3,0
48.7,2064.7,595.4,84.39,154.2,2.453,2296.2,0
51.79,1101.5,566.6,95.82,495.3,1.733,4104.9,0
72.26,1773.7,446.0,88.05,169.2,3.781,2452.2,0
78.69,1307.3,423.9,82.27,351.8,3.962,2558.4,0
45.26,1173.1,523.9,100.0,179.9,1.464,3443.6,0
82.8,2035.5,637.8,100.0,371.4,2.212,1163.9,0
78.32,1724.9,519.3,87.63,278.3,3.178,2451.3,0
56.39,1588.2,571.8,96.28,211.8,2.754,4224.7,0
97.16,1665.7,532.5,90.23,143.9,0.705,4025.9,0
75.16,1166.8,417.7,100.0,312.0,1.487,119.1,0
58.92,2159.1,360.7,100.0,465.8,1.978,1071.8,0
60.93,1837.1,647.7,92.38,493.6,2.577,4576.5,0
66.01,2144.4,472.4,98.17,80.2,,3696.9,0
66.74,1829.6,496.5,100.0,244.3,2.479,4315.2,0
56.74,1671.9,629.3,83.56,480.6,2.135,4073.4,0
49.02,1668.9,645.0,85.99,279.2,2.956,3279.6,1
65.51,1438.6,517.8,96.54,474.4,5.002,4666.4,0
69.07,1602.3,528.6,94.52,406.2,0.267,1647.0,0
76.28,1271.4,524.5,99.61,493.9,0.282,3697.4,0
78.17,1187.5,691.1,91.0,488.8,3.779,2047.8,0
44.1,1932.9,476.5,100.0,69.7,1.77,1692.5,0
74.11,1717.2,626.0,91.35,499.7,1.024,3476.3,0
71.6,2059.7,422.6,91.67,119.1,2.342,56.3,0
80.88,1349.2,652.7,80.25,195.8,3.968,2599.0,0
81.79,1614.1,621.9,85.13,61.3,3.835,3667.2,1
39.15,1301.2,614.8,,301.0,0.741,2749.0,0
58.67,1712.0,718.1,76.65,174.3,1.679,475.9,0
66.1,1220.2,654.8,88.07,443.1,4.306,3021.9,0
49.49,1502.8,691.0,90.81,251.6,4.013,3008.1,0
44.25,1777.0,550.2,86.69,333.0,1.873,1341.8,0
57.83,2668.1,359.4,94.86,435.8,1.999,3898.7,0
51.94,1884.9,695.5,98.26,158.3,2.484,4225.0,0
72.28,1392.0,695.6,100.0,454.9,1.28,1218.6,0
61.62,1808.7,615.5,93.98,357.7,3.07,2710.2,0
51.94,1355.0,498.0,97.13,466.9,1.399,3123.1,0
46.57,1291.2,535.1,87.9,468.7,3.637,3759.9,0
,1837.9,345.3,79.65,337.2,4.519,4868.1,1
59.3,1327.3,682.3,99.75,57.3,0.846,236.6,1
32.4,1798.3,483.6,76.97,181.6,3.421,945.4,0
66.72,1513.1,504.7,94.12,,1.684,1346.6,0
69.05,1776.7,556.4,95.84,109.8,3.291,330.3,0
58.12,1266.1,519.5,92.48,339.2,3.99,4586.2,0
45.36,1942.3,634.5,85.55,159.2,3.257,3912.6,0
64.59,1713.0,565.9,100.0,190.2,3.803,900.3,0
76.62,1993.8,547.4,87.91,344.1,4.913,1516.3,1
86.23,877.0,784.6,94.26,157.3,1.912,3312.6,0
67.8,966.0,397.4,88.49,192.6,2.97,3834.0,0
78.31,1588.9,571.6,87.6,212.2,0.525,4895.5,0
59.25,1588.7,442.7,85.1,477.6,2.573,1424.9,0
102.08,1480.1,594.3,86.81,339.0,3.468,3131.0,0
31.48,1819.2,473.2,100.0,259.6,6.719,3735.4,0
67.03,1994.6,698.7,86.4,342.4,3.66,4470.1,0
73.18,1403.3,475.5,95.58,321.3,5.439,2102.9,0
55.16,1166.0,449.0,82.05,245.4,5.95,1145.6,0
71.38,1855.7,272.2,96.46,177.8,2.897,3687.2,0
64.07,1197.2,480.5,95.6,182.0,2.672,4622.4,0
73.26,1193.8,482.1,92.09,362.5,5.987,1826.9,0
62.49,1663.6,557.2,89.95,268.4,0.502,3860.7,0
51.87,1679.1,546.4,91.13,114.9,5.186,2226.3,0
57.92,1865.0,514.5,96.61,100.7,1.011,2640.2,0
34.26,1637.2,651.4,93.87,147.6,0.247,3278.4,0
69.99,1811.5,457.8,89.2,64.9,2.069,3508.0,1
71.96,1500.1,473.3,100.0,223.0,7.177,867.0,0
47.88,956.7,531.8,100.0,86.9,3.549,3721.3,0
109.43,1235.7,598.9,94.86,114.5,5.461,4598.4,1
62.94,1502.9,510.7,83.43,79.4,3.184,1817.0,1
70.89,1483.8,279.8,87.33,237.0,1.766,3120.6,0
28.85,1661.8,555.8,100.0,204.6,0.216,4955.3,0
68.82,1788.6,438.8,82.86,256.6,2.182,3464.9,0
,1897.1,556.8,95.75,106.1,1.766,197.1,1
,1748.5,705.8,91.06,66.8,5.147,3350.2,1
86.61,1912.6,521.0,100.0,466.5,5.071,3958.9,0
43.82,1391.4,599.3,94.56,349.8,0.752,4197.3,0
92.87,2002.7,592.3,100.0,128.0,6.218,2029.2,1
47.01,1393.3,572.8,88.2,,5.523,4093.3,0
39.71,1384.2,458.1,94.17,281.0,0.968,4850.6,0
73.24,1490.4,627.9,80.14,184.3,2.035,896.7,0
40.55,1962.4,462.0,97.42,100.4,4.913,4586.2,0
55.45,1375.6,511.1,95.21,168.7,5.305,2122.9,0
97.31,1783.7,611.7,93.68,246.6,3.193,107.8,0
55.38,1595.8,395.3,100.0,326.7,0.774,4686.2,0
45.14,1725.5,641.3,89.91,407.6,2.16,261.6,0
53.39,1804.1,444.8,85.07,456.2,2.199,918.9,0
69.06,1360.9,432.3,100.0,442.4,0.637,3493.5,0
63.09,1552.4,773.1,92.45,,2.881,2937.9,0
50.18,1715.0,536.0,91.46,85.2,3.065,2950.4,0
22.3,1769.7,549.7,82.06,380.1,7.109,4297.7,0
70.2,1839.3,552.2,77.19,91.4,4.181,1361.1,1
54.32,1529.6,452.8,89.9,206.1,5.215,3123.8,0
46.1,2252.7,665.3,93.37,123.7,3.053,1679.9,0
67.3,1585.5,446.7,93.61,104.1,4.98,688.5,0
50.2,1830.0,727.7,91.84,91.5,2.336,2360.9,0
60.55,2133.7,626.5,95.31,284.5,2.533,3861.9,0
63.21,1362.1,516.7,96.33,424.4,3.48,133.2,0
44.25,1142.1,447.3,84.99,381.2,3.865,898.7,0
58.81,1663.5,479.4,100.0,129.0,2.739,1964.5,0
102.74,2188.3,651.4,96.37,440.1,4.277,2337.7,0
65.84,1448.8,446.6,95.77,173.8,0.704,1210.6,1
,1731.0,568.5,96.07,355.1,1.43,1877.4,0
,1215.0,346.7,,326.9,0.482,3441.6,0
66.56,1375.5,524.0,92.24,66.6,7.366,2441.9,1
43.22,2187.8,396.1,98.22,319.0,2.491,3513.1,0
63.01,1573.0,624.6,90.4,386.0,5.302,405.8,0
42.52,1978.7,566.4,98.32,273.7,3.661,4532.4,0
66.53,1768.5,633.1,85.64,253.9,2.374,3358.7,0
86.14,1834.0,408.2,99.03,301.6,2.956,4466.3,0
49.18,1923.6,429.7,87.43,333.7,0.147,4253.8,0
66.28,2140.7,678.0,100.0,258.7,3.989,737.9,0
60.99,1267.4,727.5,87.48,80.0,3.873,202.1,0
70.33,1546.3,585.5,100.0,351.0,6.078,3879.6,0
66.21,1828.5,541.6,95.56,60.1,0.527,3103.0,1
52.06,1611.0,563.9,100.0,210.3,0.939,2828.0,0
70.52,1717.2,702.8,91.6,353.0,1.433,3981.1,0
77.34,1701.3,557.3,77.4,265.8,4.673,3159.5,1
42.53,2000.2,730.2,83.65,296.7,4.482,1292.5,0
40.48,1737.6,439.3,91.89,272.1,3.19,3434.9,0
51.83,1523.9,517.0,96.3,292.4,0.053,2004.5,0
67.79,1397.9,487.3,100.0,88.0,2.822,3649.5,0
57.85,1982.6,559.2,87.74,296.3,0.862,2853.5,0
59.76,2037.4,484.6,100.0,156.7,1.412,1726.5,0
-36.603106789323206,775.3,666.7,91.74,491.0,4.144,2985.3,0
74.12,1081.1,602.2,100.0,371.5,3.139,1669.7,0
59.61,1638.7,761.1,92.58,432.0,4.25,2580.9,0
59.17,2407.0,653.2,96.99,119.2,5.479,4312.3,1
45.34,1981.8,766.6,83.57,402.1,4.634,3125.1,0
50.77,1460.9,701.0,84.05,316.5,1.291,3720.9,0
58.87,2071.3,722.8,79.72,407.9,5.942,1565.6,0
84.45,1730.3,578.4,100.0,122.3,0.049,1265.5,1
86.66,1679.1,669.2,100.0,259.5,5.467,3434.9,1
49.66,1794.7,726.2,98.82,223.1,4.353,2489.3,0
56.57,1596.7,564.5,100.0,248.0,4.326,25.6,0
59.45,1627.2,336.6,90.18,492.1,2.765,848.9,0
96.08,925.5,549.3,98.32,282.7,4.75,3558.4,0
69.72,1041.7,490.0,85.58,83.9,3.711,4751.0,1
44.6,1391.7,319.8,98.29,169.3,3.03,1671.5,0
93.77,1637.8,522.6,100.0,97.4,1.875,2065.1,1
73.52,2106.5,659.7,91.1,177.8,3.105,997.4,0
48.9,1887.1,577.8,92.76,193.5,1.723,2359.2,0
72.45,9334.035254913493,630.0,100.0,232.1,4.876,554.5,0
92.0,1823.7,574.4,98.79,111.0,2.296,1279.0,0
55.64,1639.5,571.0,100.0,234.4,3.567,2818.3,0
56.57,1086.8,519.1,86.42,283.3,4.233,716.6,0
71.04,1803.2,502.4,100.0,401.8,4.938,3174.4,0
50.24,1190.5,545.4,93.51,223.4,0.215,1644.7,0
58.57,2757.7,458.4,98.75,285.0,1.573,4305.2,0
91.5,1778.8,502.7,82.62,221.2,4.31,119.7,0
56.97,2071.9,362.8,88.3,152.8,4.282,3684.4,1
68.8,1552.9,683.5,85.02,86.5,3.821,1305.7,1
76.88,1888.3,550.0,87.68,209.4,1.715,3131.3,0
55.7,2011.5,509.2,83.82,151.2,2.446,2732.9,1
73.54,1734.9,446.5,93.61,246.4,3.827,1044.5,0
75.63,1906.1,541.0,94.56,374.8,0.085,4777.5,0
48.98,1419.0,505.6,97.79,86.2,3.057,4590.5,0
77.22,1821.9,603.3,93.63,194.6,4.492,4591.3,0
22.5,1304.8,651.6,95.05,492.8,7.695,1544.5,0
60.77,1392.6,507.9,97.72,110.2,7.024,1584.0,0
55.69,1929.9,543.2,87.19,52.9,1.566,1483.0,0
54.56,2067.3,490.7,99.63,397.9,1.119,252.1,0
42.89,1377.0,406.1,92.03,337.2,2.86,2902.7,0
67.8,2373.0,507.3,100.0,117.6,1.754,4550.1,0
60.36,2110.9,487.1,97.7,124.5,2.876,1010.0,0
,1654.5,497.2,99.99,367.8,4.4,3319.2,0
61.89,1666.3,445.4,,173.9,1.432,1198.5,0
62.63,2121.1,475.2,100.0,484.3,4.459,3384.8,0
73.9,1389.6,582.4,100.0,175.3,1.541,3275.6,0
66.35,981.9,743.6,,111.8,2.294,2420.9,0
45.69,2060.9,618.6,88.78,422.3,2.636,767.2,0
66.17,1143.4,564.0,93.13,328.1,3.473,4518.5,0
82.06,1937.1,443.0,97.05,59.3,3.162,4396.4,1
64.87,2306.0,665.5,94.93,465.6,2.774,4987.6,0
53.6,2088.2,659.8,100.0,439.7,1.394,3067.7,0
,1421.1,602.2,83.31,162.7,1.846,2922.1,0
65.81,1453.5,556.7,80.71,135.6,5.438,2167.6,1
73.29,1904.8,493.5,99.52,65.9,3.322,4123.2,1
54.74,1644.1,387.4,86.44,84.1,0.415,3260.2,1
54.09,1954.5,692.8,96.29,368.8,4.022,2061.3,0
60.91,1637.7,346.8,100.0,425.3,3.112,2313.9,0
55.04,1341.7,553.2,87.84,363.8,5.148,1154.4,0
81.81,2127.9,620.0,84.66,250.6,0.074,4833.5,0
69.64,2124.5,577.1,91.75,252.4,2.071,2833.7,0
63.93,1023.9,622.8,97.29,349.4,0.381,1695.5,1
57.83,1677.2,471.1,90.89,144.0,0.371,1117.4,0
49.9,1486.6,555.5,80.66,147.1,5.792,3324.8,1
23.58,2131.8,475.4,82.97,134.7,4.166,4084.8,0
45.47,1264.2,516.0,100.0,51.3,0.96,4646.9,0
63.49,1973.1,391.2,92.94,205.0,6.214,4497.2,1
70.67,1852.5,412.4,97.36,281.6,2.194,2063.0,0
55.46,1776.4,548.4,83.36,412.1,2.385,298.1,0
26.72,2210.5,529.0,85.16,370.1,3.635,4015.9,0
71.32,1442.9,665.9,100.0,487.9,,2559.9,0
41.35,1364.0,475.5,100.0,362.9,0.652,1967.2,0
36.43,1396.9,644.8,95.15,117.3,6.483,4280.4,0
36.34,1672.6,602.6,88.24,480.0,1.215,3386.5,0
75.22,1327.7,675.4,90.62,422.0,6.745,1816.9,0
65.69,2025.4,407.8,76.33,220.2,3.358,2386.5,0
64.55,2232.1,497.6,100.0,492.8,2.593,733.6,0
43.72,1958.2,419.1,98.9,105.5,0.044,4793.1,0
64.52,1210.7,530.2,99.23,294.7,2.513,543.7,0
57.7,1951.0,638.2,100.0,153.1,0.31,2014.5,0
72.15,886.8,698.8,80.24,387.0,,565.1,0
76.12,1891.4,448.8,,413.7,2.392,419.6,0
73.32,1814.5,680.0,88.81,128.6,5.7,2554.1,1
54.16,1428.3,345.4,85.25,66.3,2.591,3137.0,1
61.4,936.9,697.9,73.29,433.0,3.085,3660.4,1
80.01,1489.6,560.3,87.25,167.6,6.687,1367.6,0
72.95,1486.8,510.1,88.66,127.6,5.406,1776.6,1
63.49,478.7,757.9,100.0,208.4,8.195,3510.4,0
71.83,1357.2,501.7,90.84,306.4,3.359,2696.1,0
78.36,1674.3,640.5,98.31,182.0,8.636,2455.4,1
58.97,1589.2,538.4,75.84,162.0,5.58,1415.2,0
49.92,1045.4,623.8,99.21,436.9,2.66,1764.8,0
63.69,1635.6,508.4,98.41,111.7,2.671,2664.6,0
54.88,1513.6,635.5,86.41,296.6,6.409,866.4,0
61.85,1611.8,401.3,91.05,394.6,2.625,893.4,0
72.97,1814.5,585.1,89.45,180.2,7.01,1275.4,1
86.49,1249.2,569.2,100.0,260.6,5.231,292.5,0
70.85,1651.4,544.1,89.88,414.7,2.976,4196.9,0
70.33,2120.7,351.5,94.88,237.4,7.783,1500.6,0
69.63,1526.9,504.0,80.45,435.3,0.246,2876.7,0
73.01,1516.0,480.5,96.71,311.4,6.34,1299.3,0
58.73,1375.0,736.3,,403.7,1.76,1262.5,0
66.02,1437.3,625.8,76.82,255.0,0.967,1188.7,0
47.48,1426.1,529.9,77.47,188.1,3.052,4727.5,1
53.07,1891.5,509.6,84.6,419.4,5.4,135.0,0
68.36,882.0,516.6,99.45,193.0,1.347,3669.5,0
37.4,1798.6,669.7,92.61,314.5,5.555,2651.7,0
25.38,1684.7,536.6,96.12,,8.832,2143.5,0
52.78,1422.2,563.7,100.0,210.0,2.614,795.5,0
108.98,2019.2,593.0,92.99,436.0,4.388,2395.7,1
68.75,1313.8,514.2,89.34,184.3,1.26,15.6,0
69.27,1685.6,367.6,91.23,480.5,,1343.5,0
58.56,1988.3,610.1,90.05,135.9,4.519,1717.1,0
66.76,1736.6,795.1,95.17,222.6,4.482,2551.7,0
22.66,1038.8,484.2,89.54,454.8,5.893,1540.6,0
72.3,1231.6,389.5,94.24,450.6,6.385,796.3,0
44.97,1869.8,754.1,93.54,358.6,1.239,4886.1,0
91.88,1852.7,554.6,94.53,99.6,1.628,1585.3,0
29.89,2605.8,518.7,100.0,51.6,1.646,1313.1,0
41.28,1330.0,509.4,100.0,291.3,3.98,3269.7,0
79.6,1657.3,651.5,86.78,102.3,1.521,39.6,0
56.01,1422.1,627.9,79.59,381.9,1.175,4845.2,0
90.73,2219.0,647.0,89.34,193.0,2.26,2593.9,0
48.5,1323.8,479.5,85.94,281.9,2.933,4347.1,0
58.3,1422.0,384.1,86.94,495.7,0.726,494.8,0
58.98,1851.0,521.1,88.89,107.6,1.409,488.6,0
61.56,1244.5,401.4,93.89,,1.585,2781.7,0
72.45,2108.2,486.6,79.3,374.8,7.112,4366.3,1
68.02,2008.8,674.8,82.43,277.5,7.154,1468.5,0
45.5,1562.7,705.3,96.33,330.5,3.84,3342.0,0
42.28,1886.5,391.4,100.0,185.5,0.214,779.2,0
54.37,1997.4,468.1,92.44,407.1,3.502,2360.0,0
59.29,2084.9,429.7,92.11,55.8,1.228,4462.8,1
72.94,1632.3,486.1,88.56,380.5,3.429,1886.4,0
63.67,1715.7,442.2,84.66,,0.447,3586.5,0
85.93,1884.9,560.5,95.09,261.6,1.136,197.1,1
57.84,1657.7,445.0,91.28,228.8,2.773,1228.1,0
70.48,937.4,322.7,90.45,329.7,0.678,1987.4,0
67.14,1569.8,528.4,82.39,277.4,0.392,1609.7,0
64.47,1870.3,507.2,100.0,273.5,0.445,887.3,0
60.08,1813.9,452.6,99.08,417.5,,3667.1,0
64.6,1409.6,422.9,97.19,475.7,6.954,1527.1,0
54.66,2145.0,520.7,87.02,380.7,1.827,310.4,0
51.14,1830.1,356.6,82.92,255.7,0.228,3262.2,0
65.1,1040.9,731.6,90.75,319.8,3.494,97.4,0
52.82,1160.9,578.2,100.0,364.3,5.144,3548.8,0
68.32,1347.2,511.0,82.77,397.0,4.044,4646.0,0
71.26,1416.1,608.7,81.71,435.3,3.823,233.3,0
61.15,1423.6,394.5,91.44,345.4,2.255,1901.2,0
38.56,2018.3,600.4,99.7,111.3,4.835,2426.3,0
68.14,971.0,557.7,100.0,221.1,1.853,106.3,0
55.83,936.5,240.9,84.87,83.4,0.424,1838.4,0
47.31,1510.0,485.3,99.65,,3.069,2171.1,0
64.63,1442.4,657.8,83.86,81.9,2.511,4426.5,1
54.91,2483.0,526.3,96.04,232.8,4.815,1464.7,0
67.06,1362.6,590.3,100.0,306.1,1.556,4114.3,0
80.99,2051.4,481.0,94.47,380.4,0.635,4985.1,0
78.61,960.4,275.4,95.4,260.9,4.281,2918.4,0
34.52,1566.7,561.8,93.72,54.7,3.865,1087.4,0
84.68,1418.3,211.9,98.12,461.0,0.789,1942.1,0
,1105.8,527.3,100.0,196.9,2.599,894.4,0
70.95,1508.7,418.3,89.36,78.7,0.468,3141.5,1
44.02,2402.6,576.6,100.0,427.3,1.321,3697.9,0
77.71,1448.0,501.3,94.11,256.9,4.596,4143.4,0
62.02,1714.6,485.0,89.78,247.2,2.99,670.6,0
73.92,1563.1,540.7,90.17,163.8,1.218,1832.3,0
39.05,2194.1,375.1,89.48,421.2,6.851,3590.4,0
46.79,1790.3,751.1,88.62,468.0,3.831,1225.3,0
56.03,1340.2,564.2,87.85,,1.39,1765.0,0
80.55,1954.7,409.9,100.0,,0.336,1415.4,0
77.33,1456.5,650.9,86.39,398.6,5.964,1789.5,0
65.25,1521.0,520.3,97.74,465.0,0.142,3739.0,0
46.34,1373.9,285.2,86.39,493.1,3.141,3740.6,0
,1560.6,471.2,81.14,486.2,1.017,3750.8,0
79.01,2012.1,485.8,96.36,224.8,2.346,2398.0,0
80.43,1630.2,600.9,85.62,417.9,3.436,2889.7,0
64.22,1599.2,628.6,97.62,301.8,6.305,1070.2,0
51.9,1704.7,283.1,86.86,157.6,1.041,3948.0,0
93.66,1865.6,308.8,100.0,179.6,3.172,2276.4,0
45.64,1396.4,416.5,100.0,281.5,1.608,1546.7,0
48.26,1481.3,675.9,92.63,343.0,5.095,1674.8,0
72.29,1489.9,333.7,92.13,413.4,2.632,1388.3,0
90.86,711.8,677.1,89.03,494.1,3.393,585.1,0
69.14,842.7,712.4,94.23,195.2,0.495,4975.9,0
30.36,1978.7,515.5,88.83,125.6,3.943,2719.3,0
43.84,1373.4,712.0,100.0,231.1,6.061,4245.4,0
67.11,1408.9,525.7,83.83,60.8,1.135,1963.3,1
63.71,1679.0,608.6,92.12,61.3,3.128,3930.6,1
56.91,1687.0,681.1,96.67,195.5,6.767,3816.5,0
77.41,1401.4,412.5,87.12,447.3,,1951.5,0
64.1,1348.7,529.2,95.18,113.1,3.625,191.6,0
91.53,1983.8,595.6,94.18,323.0,2.411,2883.5,0
37.5,1448.6,434.1,100.0,359.7,4.627,1227.6,0
66.38,1455.3,404.6,90.25,283.8,4.26,4717.7,0
64.97,1660.0,645.1,87.96,469.1,2.327,3101.4,0
61.37,1993.5,462.5,92.45,324.0,2.113,4862.8,0
81.72,1621.6,586.2,95.35,221.5,0.247,4464.0,0
77.92,1660.7,622.9,82.76,483.8,2.143,342.3,0
34.37,1673.7,480.2,100.0,415.9,4.918,2395.4,0
63.06,2062.1,476.9,100.0,197.8,4.932,3478.8,0
61.63,966.6,420.4,98.33,191.5,2.473,1692.9,0
35.89,893.6,462.2,94.87,489.2,0.634,1317.3,0
68.42,1569.9,732.0,97.28,113.6,3.508,3861.7,0
22.17,2403.8,595.7,92.75,388.4,1.137,1499.0,0
85.52,1461.8,532.8,97.18,419.1,1.329,2485.4,0
36.45,2056.7,631.4,89.95,459.9,3.881,3087.7,0
81.94,1608.5,528.9,100.0,66.5,2.216,1486.7,1
85.62,1165.2,766.2,89.51,95.0,2.581,98.0,1
65.3,1102.0,564.1,100.0,182.9,10.059,291.7,0
49.81,1937.7,506.7,89.74,182.0,,324.1,0
49.4,1495.8,553.8,95.22,65.4,4.603,4430.1,1
73.77,1215.8,498.6,89.85,199.0,2.631,3688.9,0
92.88,1613.5,449.1,88.5,242.3,0.835,1362.3,0
96.27,1137.0,650.4,88.17,477.1,4.675,4778.4,0
47.29,1422.9,686.1,97.3,231.3,3.118,2439.6,0
62.28,1237.8,483.1,86.36,247.5,1.554,804.7,0
41.68,1368.0,533.3,95.64,66.0,3.937,749.4,0
96.1,1628.1,461.1,96.63,,3.002,870.3,0
80.66,1665.1,468.5,95.42,319.0,3.19,1916.2,0
61.67,1257.0,753.5,100.0,184.9,1.072,1231.7,0
79.41,1367.6,493.1,100.0,158.9,5.599,1882.4,0
48.46,2119.4,647.1,100.0,263.8,1.739,942.2,0
-18.225928369986452,1833.4,616.5,95.83,299.5,2.396,1271.8,0
53.63,1403.9,477.9,94.46,242.9,5.798,109.5,0
75.53,1852.6,726.7,87.64,413.9,6.145,350.5,0
55.47,664.0,713.9,98.2,384.4,0.317,1229.5,0
48.79,1224.6,655.9,92.16,363.1,4.044,4904.1,0
55.36,1714.6,542.9,100.0,469.6,2.045,4994.2,0
63.55,1310.9,433.5,100.0,225.3,1.889,1147.9,0
73.97,1572.8,418.6,86.38,402.9,0.943,2375.2,0
72.86,1325.9,579.5,91.6,178.6,2.926,3859.7,0
68.22,1402.9,497.8,85.08,194.8,0.337,274.9,0
50.11,1956.0,521.0,100.0,458.5,5.461,2417.5,0
59.8,870.3,546.7,85.81,433.6,3.612,2291.1,0
62.43,984.6,601.9,100.0,420.5,1.252,2125.6,0
59.76,1421.7,445.9,93.31,292.4,1.851,202.1,0
74.88,922.8,668.1,94.41,110.4,0.872,3322.5,0
47.57,1092.7,538.6,93.93,64.0,3.928,4710.5,1
,2852.7,418.8,96.16,75.7,1.152,4395.7,1
69.13,1661.2,850.3,100.0,207.1,0.812,3034.4,0
51.7,2598.5,459.1,93.05,130.4,4.514,1549.7,0
38.28,1659.8,264.8,100.0,333.0,2.402,3692.3,0
42.04,1003.3,625.3,86.19,166.6,2.823,2693.4,0
53.79,1454.6,419.0,86.95,134.7,6.099,4919.1,1
71.39,1588.1,677.6,89.9,440.8,2.624,2703.8,0
50.21,1270.6,609.3,94.78,,1.561,1180.7,0
69.76,1681.2,656.8,100.0,217.7,1.927,3812.3,0
54.35,1454.7,570.5,97.11,122.3,4.922,2881.3,0
70.43,1724.3,624.0,85.9,70.4,1.798,3744.7,1
83.93,1484.8,735.4,90.78,170.2,2.385,1377.2,0
63.87,1599.9,492.7,98.58,250.7,2.185,1609.5,0
49.36,1585.7,348.2,100.0,271.6,3.173,486.3,0
72.68,1047.0,629.8,89.37,498.0,5.509,114.4,0
48.22,1872.8,540.6,91.91,85.9,4.897,3275.6,0
62.35,1640.0,428.8,83.42,360.4,1.985,3200.7,0
79.85,1787.6,528.1,85.5,380.5,5.161,2165.8,0
59.51,1669.1,456.8,94.24,297.4,2.625,1834.0,0
53.0,1510.5,808.9,91.38,424.2,5.431,1693.2,0
,1149.4,576.2,100.0,253.6,1.831,1920.6,0
72.58,2224.0,518.6,100.0,51.7,5.739,2491.0,1
67.23,1827.2,425.8,89.1,222.9,3.364,882.2,0
40.11,1463.0,616.6,88.1,147.9,0.137,66.3,0
9.52,1487.8,600.9,95.16,92.0,1.547,901.5,0
86.24,1912.6,575.8,95.51,119.9,7.811,2293.9,1
,1585.6,351.8,93.55,397.8,2.356,4718.1,0
52.96,1125.0,617.1,,144.7,1.109,1838.3,0
68.15,1962.5,454.2,90.01,325.0,4.766,857.7,0
48.6,1394.9,419.3,89.34,446.4,3.649,1554.4,0
51.93,1775.3,460.4,93.87,199.5,5.679,3730.0,0
49.61,1351.7,337.9,91.78,270.6,3.927,3586.7,0
