AveBedrms,MedInc,HouseAge,MEDV
0.9629629629629629,3.3281,32.0,0.751
1.0456081081081081,2.1573,28.0,0.714
1.0561797752808988,2.293,28.0,0.717
1.0746753246753247,2.5893,29.0,0.709
1.024653312788906,2.9244,32.0,0.846
0.9629057187017002,2.8994,34.0,0.66
1.0623520126282557,2.2094,20.0,0.837
1.070931849791377,2.7222,24.0,0.831
1.0869171570846536,2.4678,18.0,0.743
1.0838709677419356,2.3333,25.0,0.906
1.021604938271605,2.197,30.0,0.745
1.0704119850187266,1.2716,19.0,0.694
0.9854545454545455,3.4279,25.0,0.847
1.0227116311080524,2.3375,17.0,0.993
1.070921985815603,3.567,28.0,0.855
1.0377155172413792,3.625,25.0,0.895
1.0881057268722467,4.2153,18.0,0.952
0.9584245076586433,4.5179,22.0,0.996
0.9632829373650108,5.2595,20.0,1.109
0.9941176470588236,4.7804,19.0,1.011
0.9888579387186629,5.0635,16.0,1.085
1.0449251247920133,4.0196,17.0,0.842
0.9886621315192744,4.9292,15.0,1.094
1.0533672172808133,4.1098,14.0,1.082
1.0612813370473537,5.3272,3.0,1.742
1.1379310344827587,5.0941,3.0,1.437
1.1929133858267718,3.9032,3.0,1.408
1.0452830188679245,2.4861,15.0,0.863
1.0096153846153846,6.9405,17.0,1.652
1.0958333333333334,4.0,20.0,1.646
1.1398416886543536,4.5398,20.0,1.431
0.9430051813471503,5.308,15.0,1.675
0.9973614775725593,2.5904,23.0,0.714
1.115702479338843,2.3173,25.0,0.682
1.0731707317073171,2.7159,32.0,0.68
0.9337016574585635,1.8061,5.0,1.134
1.146788990825688,3.5078,15.0,1.09
0.9431034482758621,5.3478,8.0,1.388
0.9959432048681541,5.0828,14.0,1.114
1.0035335689045937,2.3381,12.0,1.125
1.1,1.6618,19.0,0.697
1.03954802259887,1.7969,19.0,0.728
0.9870550161812298,2.9453,28.0,0.722
0.967391304347826,2.7778,19.0,0.797
0.9839486356340289,1.9483,16.0,1.125
0.9715447154471545,2.2639,15.0,0.525
0.9751381215469613,3.9943,7.0,1.002
1.2193548387096773,4.9327,8.0,0.895
1.0089285714285714,1.4913,32.0,0.546
1.0638297872340425,3.1814,28.0,0.789
0.9882352941176471,4.4356,3.0,1.113
1.0844155844155845,5.0864,4.0,1.137
1.0147492625368733,6.1133,11.0,1.2
1.0994152046783625,4.5577,2.0,1.233
1.085427135678392,4.9432,4.0,1.144
0.9494252873563218,5.0253,13.0,1.062
1.1276041666666667,1.8021,17.0,0.559
1.0138613861386139,4.81,15.0,0.936
0.9934354485776805,3.9792,16.0,0.889
0.9891891891891892,2.5446,13.0,0.938
0.9900199600798403,4.4934,15.0,0.88
1.0401606425702812,4.2066,7.0,0.884
1.0956937799043063,3.2813,31.0,0.687
1.0717299578059072,6.011,9.0,1.631
0.9968152866242038,3.7697,13.0,0.836
0.928082191780822,3.5417,16.0,0.713
1.0636792452830188,2.7404,15.0,0.763
1.1894484412470023,2.6875,22.0,0.606
0.9896049896049897,4.0993,5.0,0.83
0.8878048780487805,6.0132,21.0,1.508
1.0172910662824208,4.9904,15.0,1.573
1.0632090761750406,5.6739,14.0,1.738
1.0106951871657754,4.526,19.0,1.487
1.0016313213703099,4.925,22.0,1.547
0.9684684684684685,3.0833,42.0,1.333
1.0527472527472528,4.5625,20.0,1.369
1.1149870801033592,5.4895,13.0,1.567
1.011070110701107,4.0227,19.0,1.265
1.0157894736842106,4.5375,18.0,1.306
0.9811320754716981,4.5938,20.0,1.069
1.0337078651685394,3.6161,11.0,0.995
0.9849246231155779,2.5741,29.0,0.73
1.0872093023255813,2.181,37.0,0.599
0.9447368421052632,2.6458,10.0,0.848
1.0504451038575668,2.6823,34.0,0.729
1.034920634920635,2.1182,40.0,0.589
1.0720461095100864,2.3687,31.0,0.639
1.0048780487804878,3.1442,30.0,0.723
1.0032467532467533,3.7261,7.0,0.839
0.9555555555555556,1.9766,42.0,0.581
1.041871921182266,1.7132,21.0,0.559
1.050420168067227,2.2448,20.0,0.589
0.9806949806949807,1.9076,32.0,0.558
1.073394495412844,2.1515,6.0,0.639
1.0222929936305734,2.59,21.0,0.693
1.0867158671586716,3.2917,19.0,1.601
1.1369863013698631,3.4044,18.0,1.153
1.0297029702970297,3.625,25.0,1.076
1.0160427807486632,2.3618,38.0,0.8
1.0206896551724138,3.5074,37.0,0.938
1.0946745562130178,2.3359,24.0,0.924
1.1185185185185185,4.2679,14.0,1.518
1.0997229916897506,3.332,16.0,1.118
1.082514734774067,3.1736,16.0,1.118
1.1538461538461537,3.9141,12.0,1.239
1.3979591836734695,2.0,15.0,0.833
6.060869565217391,4.1838,44.0,0.856
1.4131736526946108,4.1563,12.0,0.94
1.65625,3.3269,22.0,1.027
10.27027027027027,3.875,23.0,1.25
5.397260273972603,3.0729,34.0,1.446
6.08411214953271,5.1314,15.0,1.792
4.05,3.7857,19.0,0.786
1.1911764705882353,2.6902,17.0,0.944
1.130859375,2.2202,13.0,1.0
1.2101341281669151,2.2278,13.0,0.905
1.0210843373493976,2.6058,26.0,0.922
0.9629629629629629,1.6486,26.0,0.552
1.1367781155015197,1.7292,33.0,0.52
1.0534979423868314,1.5642,15.0,0.515
0.9426229508196722,1.4481,25.0,0.517
0.9932885906040269,2.4219,19.0,0.658
1.0610820244328099,2.2863,5.0,0.692
1.0760233918128654,2.0417,34.0,0.725
0.8888888888888888,2.5,42.0,0.73
1.048780487804878,3.625,13.0,1.083
0.9547325102880658,3.7917,24.0,0.905
1.1382113821138211,3.9073,17.0,0.916
0.9902912621359223,1.767,15.0,0.633
0.979253112033195,2.825,32.0,0.676
1.077092511013216,1.8975,36.0,0.609
1.0819672131147542,1.516,28.0,0.567
0.9868995633187773,3.9844,18.0,1.181
1.089171974522293,1.6875,41.0,0.661
0.9299610894941635,2.5234,37.0,0.635
1.0526315789473684,3.7813,18.0,0.873
1.0643564356435644,3.825,28.0,0.842
1.0275229357798166,2.309,18.0,0.571
0.9754601226993865,1.4937,20.0,0.547
1.0789115646258503,1.586,14.0,0.569
1.0075471698113208,2.2206,34.0,0.634
1.0789473684210527,1.9913,21.0,0.953
1.1088709677419355,1.8958,33.0,0.551
1.0493827160493827,1.5625,33.0,0.558
1.0422535211267605,1.6094,27.0,0.552
0.855,3.0521,27.0,1.138
1.1594202898550725,2.5562,43.0,0.932
0.9576547231270358,1.9676,33.0,0.624
0.9854014598540146,2.6858,13.0,0.624
1.0782918149466192,3.5987,19.0,1.317
0.974025974025974,2.8287,28.0,0.731
1.033210332103321,2.6974,29.0,0.73
0.9923664122137404,4.0197,17.0,0.88
1.0763888888888888,2.2727,10.0,0.927
1.0068807339449541,2.5556,42.0,0.697
1.0359897172236503,1.8333,33.0,0.683
1.0786749482401656,1.5833,42.0,0.651
1.2116991643454038,1.2647,22.0,0.553
0.9032258064516129,1.4415,36.0,0.544
1.2061855670103092,2.0658,34.0,0.925
1.0332640332640333,1.625,34.0,0.53
0.9230769230769231,1.8878,30.0,0.516
1.095846645367412,3.2917,34.0,1.115
1.1155913978494623,4.2045,16.0,1.209
0.967741935483871,2.2132,46.0,0.766
1.0441176470588236,1.6635,37.0,0.67
1.0506493506493506,2.5033,9.0,0.701
0.9881516587677726,3.0294,31.0,0.702
0.9555984555984556,3.2019,19.0,0.957
1.0,3.0469,32.0,0.827
1.0579710144927537,2.1908,32.0,1.1
1.1312056737588652,3.1333,30.0,1.0
1.0786516853932584,3.3214,35.0,1.016
1.1453287197231834,2.5921,20.0,0.942
1.1158301158301158,3.2083,26.0,0.75
1.075,2.8125,29.0,0.792
0.9198966408268734,1.7813,29.0,0.579
1.066914498141264,2.4044,34.0,0.725
1.126530612244898,2.0216,32.0,0.768
1.1238938053097345,2.7321,31.0,0.836
1.1105990783410138,2.4375,19.0,0.782
1.129251700680272,2.5208,31.0,0.6
1.0675675675675675,2.975,34.0,0.9
1.2469635627530364,2.0313,17.0,0.694
1.011142061281337,2.4814,20.0,0.746
1.1725888324873097,2.4006,24.0,0.764
0.9850746268656716,2.4474,19.0,0.756
0.9616858237547893,1.7176,34.0,0.584
0.9779005524861878,2.8913,23.0,0.609
1.0772727272727274,2.1771,18.0,0.392
1.1629213483146068,2.1153,18.0,1.125
1.095890410958904,2.3295,17.0,0.55
0.9700272479564033,1.5086,12.0,0.647
1.0448598130841122,1.4191,12.0,0.551
1.2955974842767295,2.4398,11.0,0.875
1.1717171717171717,2.1458,29.0,1.042
1.0,3.0658,36.0,0.65
1.262672811059908,1.8264,18.0,0.62
1.0666666666666667,2.7461,17.0,0.7
1.081135902636917,3.2639,10.0,0.864
0.9769452449567724,4.381,34.0,0.863
1.088235294117647,2.7792,18.0,0.853
1.1959334565619224,1.7075,9.0,0.604
1.0457831325301206,3.0134,29.0,0.555
1.3397435897435896,2.25,24.0,0.766
0.9910313901345291,2.4937,31.0,0.66
1.1578947368421053,2.3026,25.0,0.906
1.049689440993789,2.293,29.0,0.572
1.0,1.5536,25.0,0.583
1.0057971014492753,2.4786,14.0,0.56
1.1685393258426966,1.947,24.0,0.689
1.0,2.5,18.0,1.125
1.0912863070539418,1.9417,20.0,0.388
1.0041152263374487,1.7184,11.0,0.552
1.0831509846827134,1.9056,25.0,0.6
1.0381679389312977,1.8125,25.0,0.58
1.0041152263374487,1.4038,12.0,0.543
1.1524163568773234,1.3386,20.0,0.63
0.9505494505494505,2.3523,34.0,0.66
1.0173611111111112,2.8182,29.0,0.905
1.0162162162162163,2.1759,20.0,0.581
1.0754716981132075,2.4414,21.0,0.719
1.065015479876161,2.3295,42.0,0.744
1.1206896551724137,2.2083,18.0,0.55
2.2,4.125,46.0,0.675
3.5,4.625,36.0,1.625
0.9795918367346939,2.0192,18.0,0.637
1.0775193798449612,1.6948,30.0,0.675
1.008,3.0469,20.0,0.85
1.0061804697156984,2.3507,39.0,0.656
1.1165311653116532,3.0469,16.0,0.722
1.0886699507389161,2.325,32.0,0.696
1.12,2.2569,20.0,0.943
1.0336700336700337,3.35,23.0,0.854
1.036649214659686,1.9375,16.0,0.731
1.9210526315789473,1.6607,16.0,0.14999
1.2,2.3851,21.0,0.675
1.1492537313432836,3.6429,33.0,0.875
1.0528455284552845,3.25,28.0,0.816
1.1374407582938388,2.4861,25.0,0.719
1.0554455445544555,2.165,34.0,0.587
1.1077441077441077,2.3566,22.0,0.71
1.030674846625767,1.3708,8.0,1.25
0.9675090252707581,2.1,17.0,0.669
1.102974828375286,2.0625,39.0,0.634
0.9740566037735849,2.8333,37.0,0.697
1.0777777777777777,2.1705,23.0,0.53
1.0571428571428572,2.5625,23.0,0.7
1.062111801242236,2.8466,34.0,0.953
1.0913705583756346,2.4917,43.0,0.771
0.9757575757575757,1.832,39.0,0.705
1.0464646464646465,2.1746,20.0,0.587
1.2950819672131149,0.957,52.0,0.6
1.0823117338003503,1.7308,52.0,0.805
0.9753521126760564,1.7778,52.0,0.769
1.1416893732970028,1.585,52.0,0.755
1.078369905956113,1.8529,52.0,0.625
0.9790697674418605,2.2566,52.0,0.927
1.141643059490085,2.5417,50.0,0.854
1.0091743119266054,1.6369,39.0,0.683
1.226923076923077,1.8242,37.0,0.7
1.0445103857566767,1.745,39.0,0.705
1.114695340501792,1.4668,40.0,0.646
0.9937759336099585,1.9688,43.0,0.705
1.129113924050633,2.9038,43.0,0.82
1.0092165898617511,2.8529,35.0,0.856
1.0194986072423398,2.2227,30.0,0.813
0.9451612903225807,2.5536,37.0,0.702
0.940677966101695,2.5096,33.0,0.722
1.1482649842271293,2.1607,34.0,0.67
0.9603399433427762,4.8516,13.0,1.161
0.95,2.8056,26.0,0.828
1.0874785591766725,2.442,30.0,0.69
0.891566265060241,1.75,50.0,0.675
1.0196078431372548,2.5,32.0,0.726
1.0182370820668694,1.755,47.0,0.741
1.06430155210643,1.6111,52.0,0.747
1.1494252873563218,1.1386,52.0,0.741
0.9965635738831615,2.4896,38.0,0.81
1.0257879656160458,3.1711,41.0,1.042
0.9914040114613181,3.8,46.0,0.818
1.1035120147874307,2.1135,46.0,0.906
1.0041152263374487,3.0216,37.0,0.864
0.9791666666666666,3.4219,35.0,0.928
1.0595446584938704,2.9143,27.0,0.996
0.998046875,3.375,24.0,1.006
1.016304347826087,3.3984,36.0,0.9
1.2114285714285715,2.5536,23.0,0.961
1.0994764397905759,2.1101,34.0,0.869
1.1,2.2478,31.0,0.811
1.0608899297423888,2.8833,29.0,0.83
1.0375722543352601,3.5833,32.0,0.928
1.0493273542600896,3.2216,34.0,0.981
1.0673316708229426,3.5156,31.0,1.43
0.9841628959276018,3.9792,22.0,1.339
0.9641434262948207,1.1157,18.0,1.5
1.0211081794195251,1.1742,25.0,0.75
0.976303317535545,1.1576,44.0,0.875
0.978978978978979,2.2138,47.0,0.992
1.1035294117647059,1.1479,29.0,1.011
1.0,2.2188,50.0,1.058
1.0307692307692307,0.7684,31.0,1.531
1.1473922902494331,1.725,33.0,0.575
0.9880341880341881,2.0657,35.0,0.811
1.0599571734475375,1.5326,31.0,0.741
1.0551330798479088,2.4321,26.0,0.821
1.0296774193548388,2.7321,18.0,0.926
1.2151162790697674,3.3462,52.0,0.508
0.9680365296803652,2.5667,12.0,1.395
1.1493333333333333,3.0469,25.0,1.36
1.144904458598726,1.6667,13.0,0.788
1.3647342995169083,2.0644,24.0,0.798
1.515923566878981,1.0486,31.0,0.367
1.18732782369146,1.8208,19.0,0.5
1.1743119266055047,1.4911,19.0,0.592
1.4090909090909092,1.8065,22.0,0.627
1.554054054054054,2.1542,17.0,0.838
1.219387755102041,2.0156,29.0,0.628
1.3823529411764706,2.4708,22.0,1.194
1.0858585858585859,3.0208,32.0,1.434
1.027027027027027,1.9741,26.0,0.979
1.0598006644518272,3.538,21.0,1.027
1.0075187969924813,2.9485,29.0,0.988
1.070063694267516,2.4559,28.0,0.756
1.1071428571428572,2.6923,41.0,0.842
1.1772727272727272,3.2891,28.0,1.063
0.9871794871794872,2.1726,23.0,0.755
1.1453287197231834,2.6847,18.0,1.113
1.0918367346938775,3.1406,20.0,0.96
1.067251461988304,2.96,19.0,0.817
1.0254237288135593,2.5893,18.0,0.996
1.0281995661605206,3.5076,25.0,0.736
0.9215686274509803,2.7639,17.0,0.902
1.0298507462686568,2.3147,18.0,0.701
1.0627705627705628,2.8182,12.0,1.269
1.1988950276243093,5.0329,14.0,1.656
1.0917721518987342,1.8993,17.0,0.784
1.062015503875969,2.9911,23.0,1.197
1.060200668896321,3.8095,28.0,1.199
1.0661157024793388,3.9659,33.0,1.118
1.0798722044728435,4.0357,17.0,1.289
0.9920477137176938,2.8446,18.0,1.005
1.073394495412844,4.2054,23.0,1.306
1.0864197530864197,3.5363,21.0,0.901
1.2350746268656716,1.6528,32.0,0.581
1.135483870967742,2.5179,36.0,0.79
0.994413407821229,3.0536,35.0,1.07
1.1155234657039712,2.8958,32.0,0.864
1.025706940874036,2.5804,43.0,0.921
0.9691780821917808,2.4519,39.0,0.851
1.1226415094339623,2.0938,39.0,0.796
0.9406392694063926,4.025,27.0,1.281
1.0602094240837696,1.5625,22.0,0.668
1.0445205479452055,2.178,17.0,0.768
0.9631728045325779,3.4408,32.0,0.952
1.1520833333333333,2.7644,24.0,0.973
1.1774193548387097,2.3167,31.0,0.926
2.087649402390438,1.7153,25.0,0.771
1.0056338028169014,2.6987,25.0,0.925
1.0676156583629892,2.1354,29.0,0.751
0.9915254237288136,2.4896,33.0,0.741
0.978021978021978,3.25,38.0,0.948
1.0508021390374331,2.2357,30.0,0.723
1.0972222222222223,1.7574,42.0,0.575
1.0623441396508728,2.3947,38.0,0.705
0.8905660377358491,3.5345,52.0,0.55
1.3481012658227849,2.6094,34.0,0.713
1.067750677506775,2.3571,52.0,1.114
1.0413793103448277,3.0806,52.0,1.067
1.1111111111111112,3.0147,52.0,0.946
2.2406417112299466,1.9417,32.0,0.761
1.638036809815951,2.625,17.0,1.356
1.6411042944785277,1.319,16.0,0.707
1.3812785388127853,2.0962,28.0,0.74
1.2590529247910864,1.725,31.0,0.543
1.3995584988962473,1.2227,19.0,0.768
1.2160493827160495,2.087,33.0,0.824
1.1865671641791045,1.9625,35.0,1.015
1.4293948126801153,2.1864,17.0,1.019
1.1341991341991342,1.8793,38.0,0.608
1.1185770750988142,2.163,18.0,0.534
0.9396551724137931,2.101,21.0,0.467
1.2516778523489933,1.0,33.0,0.4
1.275609756097561,1.6552,32.0,0.433
1.3169014084507042,2.4511,37.0,0.725
1.6885245901639345,2.9,27.0,0.875
1.064516129032258,2.0463,17.0,0.612
1.0608695652173914,2.2969,20.0,0.62
1.0892857142857142,3.3472,31.0,0.917
1.134020618556701,3.4038,29.0,1.078
0.948051948051948,3.1979,17.0,1.135
1.107246376811594,1.4583,32.0,0.586
1.0348101265822784,2.2054,21.0,0.664
1.1221238938053097,1.7159,25.0,0.622
0.9053627760252366,1.9088,20.0,0.637
0.961340206185567,1.5372,23.0,0.694
1.036745406824147,1.9464,27.0,0.606
1.0551181102362204,4.3523,17.0,0.96
1.120507399577167,3.2593,24.0,0.808
1.0558139534883721,3.0091,41.0,0.708
1.069182389937107,2.4063,35.0,0.707
1.0138888888888888,5.4349,33.0,1.43
1.1401425178147269,3.8177,21.0,1.072
1.0686274509803921,1.5217,34.0,0.603
0.912718204488778,1.975,24.0,0.664
1.1483679525222552,1.9911,10.0,0.675
1.5617977528089888,3.6528,34.0,1.0
1.0594594594594595,6.2558,16.0,1.463
0.9884393063583815,3.3182,19.0,1.138
1.069090909090909,2.3594,23.0,0.743
1.0344827586206897,1.9375,14.0,0.809
0.9611940298507463,3.5735,30.0,0.711
1.053475935828877,1.9939,38.0,0.658
1.0871369294605808,1.8958,35.0,0.675
1.1301775147928994,1.7604,32.0,0.686
1.076,3.2396,33.0,0.623
1.0406504065040652,1.7411,17.0,0.635
1.0451388888888888,1.9531,29.0,0.611
1.017605633802817,3.5282,31.0,0.675
1.1048387096774193,4.875,20.0,0.908
1.016025641025641,4.1293,3.0,0.832
0.9811320754716981,3.3583,19.0,1.028
1.0,3.1667,23.0,1.25
0.9912536443148688,2.1792,18.0,0.552
1.4210526315789473,2.2083,44.0,0.938
1.8333333333333333,2.0938,16.0,0.875
1.2545454545454546,1.625,19.0,1.125
1.0,4.475,5.0,0.963
1.1532846715328466,2.5664,34.0,0.675
1.0099502487562189,3.6597,10.0,0.875
0.9953271028037384,1.7188,17.0,0.699
1.0978593272171253,1.1853,16.0,0.726
1.1578947368421053,1.875,16.0,0.938
1.0292887029288702,2.6172,21.0,0.885
1.012012012012012,2.2417,18.0,0.792
0.9789156626506024,1.735,14.0,0.612
1.065891472868217,2.3571,17.0,0.631
1.125,3.4107,13.0,1.425
0.8875,2.1136,23.0,0.61
1.148936170212766,1.2083,22.0,0.536
1.043010752688172,1.6607,30.0,0.561
1.0689655172413792,1.275,23.0,0.604
1.099502487562189,1.6351,23.0,0.596
1.009478672985782,4.5714,33.0,0.686
1.0683760683760684,2.1979,25.0,0.639
1.0478589420654911,1.5987,28.0,0.594
1.1006711409395973,1.3882,15.0,0.694
1.020979020979021,1.3373,18.0,0.583
1.0632183908045978,3.2083,34.0,0.762
1.0886571056062582,1.1707,20.0,0.625
1.010948905109489,1.6667,50.0,0.681
1.044776119402985,3.0603,46.0,0.708
1.057591623036649,4.6154,35.0,0.862
0.9066265060240963,5.128,25.0,0.996
1.1551020408163266,3.1597,29.0,0.762
1.1305970149253732,2.8025,5.0,0.843
0.9833729216152018,5.7843,5.0,1.101
1.0696864111498259,6.3814,8.0,1.599
1.124168514412417,1.6635,14.0,0.644
1.0,3.6042,34.0,0.736
1.0194444444444444,4.0375,29.0,0.864
1.0585585585585586,6.2715,20.0,0.972
1.0072202166064983,4.3021,15.0,0.875
1.172972972972973,4.4821,15.0,1.403
1.195945945945946,2.5769,30.0,0.944
1.0926966292134832,1.899,17.0,0.64
0.8432835820895522,1.6838,19.0,0.958
0.9518272425249169,1.375,25.0,0.701
0.9228187919463087,1.4828,24.0,0.731
1.0707395498392283,2.3319,15.0,0.912
0.9880952380952381,1.5931,18.0,0.884
1.0357894736842106,2.1776,35.0,0.755
1.1195928753180662,1.1311,29.0,0.847
1.0499139414802066,2.625,11.0,0.727
0.9781144781144782,2.0625,6.0,0.677
1.6491228070175439,1.7292,17.0,0.813
1.7272727272727273,1.2639,16.0,0.513
2.45,4.0208,15.0,0.325
1.7721518987341771,1.4338,26.0,0.439
1.5925925925925926,1.5417,18.0,0.575
1.7457627118644068,2.8684,20.0,0.628
1.9633699633699633,2.0109,15.0,0.543
2.0476190476190474,2.7,5.0,0.588
1.9166666666666667,1.4688,8.0,0.538
1.3013698630136987,0.922,15.0,0.675
1.6,1.7857,19.0,0.628
1.4210526315789473,1.125,27.0,0.544
1.4705882352941178,1.8958,12.0,0.538
1.125,5.3374,2.0,0.475
1.7482014388489209,0.8964,24.0,0.592
2.858267716535433,3.1607,18.0,0.575
1.4082840236686391,1.7727,19.0,0.5
2.4615384615384617,1.2132,23.0,0.3
1.2222222222222223,0.8571,21.0,0.25
1.3486842105263157,1.275,19.0,0.561
1.26,0.8585,15.0,0.45
1.20625,1.2049,17.0,0.44
1.112044817927171,2.1212,16.0,1.083
0.9529411764705882,4.1576,19.0,1.415
1.2982456140350878,3.2132,19.0,1.66
1.048148148148148,3.0817,20.0,1.188
1.0019120458891013,4.337,26.0,1.397
1.0711538461538461,4.375,21.0,1.804
1.118279569892473,1.7388,18.0,0.544
1.0765217391304347,1.9722,34.0,1.161
1.07012987012987,1.8325,25.0,1.058
1.0353535353535352,2.3261,38.0,0.984
1.0581761006289307,2.75,22.0,0.945
1.1818181818181819,1.7292,19.0,1.375
1.4285714285714286,2.325,35.0,0.806
1.1220657276995305,2.0357,34.0,0.742
1.2682291666666667,2.2574,23.0,1.047
1.5034246575342465,1.7868,25.0,0.455
1.4573170731707317,2.1,19.0,0.14999
1.812206572769953,1.1471,14.0,0.329
1.0246085011185682,2.7583,42.0,0.649
1.0538922155688624,2.5703,45.0,0.624
1.0528169014084507,2.6094,38.0,0.679
1.0378006872852235,4.3162,14.0,0.871
1.1118721461187215,3.0268,5.0,0.77
1.0569514237855946,4.0125,29.0,0.844
0.9762532981530343,3.1736,39.0,0.707
1.036697247706422,2.2727,40.0,0.672
1.195187165775401,1.8472,36.0,0.574
1.062953995157385,1.4598,40.0,0.526
1.063613231552163,1.6286,42.0,0.546
1.1662198391420913,1.7857,41.0,0.543
1.1229050279329609,1.8403,47.0,0.547
1.0047732696897376,2.8393,41.0,0.57
1.0615384615384615,2.325,35.0,0.632
1.0715667311411992,2.0575,21.0,0.67
1.0909090909090908,1.97,41.0,0.519
1.2136986301369863,2.0331,37.0,0.532
1.0032362459546926,3.0625,25.0,0.694
1.1472995090016367,1.3222,31.0,0.514
1.0634648370497428,2.1818,35.0,0.635
1.0989445910290236,1.3587,20.0,0.675
1.0287648054145515,5.5261,10.0,1.32
1.1381668946648427,2.6812,19.0,1.076
0.9473684210526315,5.6235,12.0,1.306
1.75,10.0263,52.0,2.0
0.9459459459459459,4.8571,28.0,2.375
1.0063091482649842,3.8611,18.0,1.264
1.0097087378640777,5.575,10.0,1.322
1.1412193850964043,1.7109,11.0,0.446
1.0954653937947494,1.8289,29.0,0.594
1.0769230769230769,1.4427,36.0,0.506
0.7425742574257426,1.3527,30.0,0.6
1.0481283422459893,4.0208,43.0,0.904
1.0311526479750779,3.5714,48.0,0.846
0.9973614775725593,4.3906,44.0,0.939
1.0595482546201231,3.7708,42.0,0.794
0.9466666666666667,2.8295,51.0,0.721
1.0396039603960396,3.996,36.0,0.855
1.0453074433656957,3.1906,34.0,0.762
1.0058823529411764,2.8393,34.0,0.698
1.054054054054054,2.9821,36.0,0.731
1.0184615384615385,3.4205,36.0,0.766
0.9708029197080292,3.875,36.0,0.945
1.0404280618311534,3.2325,28.0,0.89
1.1062215477996966,2.947,29.0,0.871
1.0124575311438277,3.6875,23.0,1.017
0.936768149882904,3.5524,27.0,0.891
1.1017274472168905,3.1297,23.0,0.79
0.9857954545454546,3.6734,34.0,0.929
1.0402144772117963,3.5938,35.0,0.952
1.0714285714285714,3.0568,41.0,0.856
1.1184387617765814,3.7533,26.0,0.87
0.9958333333333333,3.725,30.0,0.831
1.0623853211009173,3.8307,33.0,0.706
1.056686046511628,3.875,21.0,0.995
1.0064171122994652,4.2214,14.0,1.046
1.0,5.4592,27.0,1.391
1.0503778337531486,7.7751,13.0,1.941
1.0385026737967915,3.0938,6.0,1.008
1.0890269151138716,6.3639,10.0,1.43
1.0144167758846658,2.569,10.0,1.13
1.0535279805352797,3.5441,14.0,0.87
1.0471567267683772,3.3462,32.0,0.676
1.007905138339921,2.1111,20.0,1.053
1.0953125,2.4919,17.0,0.757
1.0593824228028503,2.6903,34.0,0.628
1.0525568181818181,2.0643,33.0,0.576
1.0956521739130434,1.8523,23.0,0.597
1.0286532951289398,2.1588,34.0,0.613
1.0805970149253732,2.875,37.0,0.574
1.1084745762711865,1.6728,37.0,0.554
1.0660377358490567,1.7467,41.0,0.524
1.1097922848664687,1.365,40.0,0.543
0.981859410430839,2.774,38.0,0.595
1.2222222222222223,1.625,32.0,0.468
1.0788732394366196,1.0648,39.0,0.5
1.1973244147157192,0.9951,42.0,0.48
1.1086556169429098,1.8819,41.0,0.58
1.0314769975786926,1.375,35.0,0.575
1.230263157894737,1.4024,26.0,0.51
1.2114093959731544,1.3451,30.0,0.575
1.088095238095238,1.4146,22.0,0.491
1.1341463414634145,1.4786,24.0,0.548
1.0833333333333333,1.625,34.0,0.508
1.0952380952380953,0.8639,28.0,0.494
1.2459770114942528,1.6009,39.0,0.488
1.0205278592375366,1.8319,36.0,0.554
1.0977011494252873,2.5083,52.0,0.701
1.2377622377622377,1.1875,29.0,0.507
0.9970760233918129,1.2618,32.0,0.469
0.975,2.2212,41.0,0.555
1.1379310344827587,1.4773,36.0,0.574
0.990990990990991,1.7292,38.0,0.581
0.988950276243094,1.1638,35.0,0.579
1.2268041237113403,1.4125,52.0,0.425
1.2790697674418605,1.1944,44.0,0.575
1.0,1.075,52.0,0.675
0.8536585365853658,1.9125,35.0,0.475
1.1239669421487604,1.4779,44.0,0.66
1.1290322580645162,0.8054,52.0,0.6
1.4603174603174602,1.1875,48.0,0.638
1.0612244897959184,2.0455,52.0,0.725
1.0287769784172662,1.7321,45.0,0.844
0.9609756097560975,3.0,38.0,0.918
1.1153846153846154,2.7312,52.0,1.471
1.3249097472924187,1.6786,52.0,1.266
1.0333333333333334,2.875,44.0,0.827
1.001310615989515,2.9821,28.0,1.187
1.0072992700729928,1.8362,36.0,0.669
1.0610079575596818,3.6548,30.0,0.847
1.0938477580813348,3.3261,16.0,1.184
1.075812274368231,4.6705,19.0,1.107
1.021978021978022,4.5791,12.0,1.234
1.1037735849056605,4.3482,9.0,0.952
1.092760180995475,2.6513,42.0,0.723
0.9355670103092784,3.9097,41.0,0.813
1.0196078431372548,3.0435,40.0,0.695
1.138047138047138,2.1818,46.0,0.753
1.1293260473588342,1.7213,44.0,0.616
1.0909090909090908,2.2827,48.0,0.7
1.0793650793650793,2.5062,47.0,0.737
0.9983193277310924,1.9671,41.0,0.768
1.0382513661202186,1.8801,38.0,0.578
1.0402144772117963,1.6797,38.0,0.607
1.1833648393194707,1.2157,36.0,0.57
1.1126436781609195,1.056,24.0,0.516
1.052325581395349,1.2469,33.0,0.467
1.2204301075268817,0.9407,40.0,0.436
1.101522842639594,1.25,39.0,0.425
0.9753521126760564,1.4015,35.0,0.487
1.1715481171548117,1.7375,35.0,0.486
1.209726443768997,0.9675,36.0,0.471
1.171806167400881,1.6981,29.0,0.494
1.2114695340501793,1.2617,15.0,0.427
1.0290697674418605,1.1136,18.0,0.478
1.0558823529411765,1.2232,31.0,0.493
1.024,3.1281,19.0,0.762
